OTU_ID	cardio_health_status	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae]	k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;unclassified	k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;unclassified	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Thermicanaceae]	k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae]	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae]	k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales;f__Spirochaetaceae	k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae	k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;unclassified	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae
MI_040_H	Abnormal	0.0232447171	0.0045671438	0.0022494888	0.0929788684	0.0679618269	0.0089297887	0	0.0001363327	0.087661895	0	0.0013633265	0	0.0001363327	0.0065439673	0	0	0.0043626449	0.0127471029	0	0.0013633265	0	0.0018404908	0.0003408316	0.0018404908	0.0004771643	0.0019086571	0.0006134969	0.2355146558	6.81663258350375E-05	0.0082481254	0.0039536469	0.0002726653	0.0567143831	0.0004771643	0.0520109066	0.1319700068	0.0435582822	0.0021813224	0.000204499	0.026993865	0	6.81663258350375E-05	0.000204499	0	0	0.0002726653	0.0036809816	0.0163599182	0	6.81663258350375E-05	0	0	0.090797546	0.0051124744
MI_041_H	Abnormal	0	0.0115602982	0.0011628702	0.0011628702	0.2160886518	0.001573295	0	0	0.009371366	0.0002052124	0	0	6.84041316095492E-05	0.0001368083	0	0	0.0006840413	0.0029413777	0	0.0027361653	0	0.0068404132	0.001026062	0.0002736165	0.0002052124	0	0.0001368083	0.017648266	0	0.0017101033	0.0605376565	0	0.1080785279	0	0.0046514809	0.4483890827	0.0036938231	0.0081400917	0.0002736165	0.0398796087	0.0001368083	0.0006840413	0.0005472331	0	0	0.0003420207	0	0.0414529038	0.0002052124	0	0	0	0.001573295	0.0058827553
MI_042_H	Abnormal	0.0188285926	0.0023535741	0	0.1434335283	0.1014726649	0.0109609307	0	0.0010086746	0.0751798803	0.0008069397	0.0002017349	0	0.000067245	0.0057158227	0	0	0	0.0070607222	0.000067245	0	0	0.0031605138	0.0004707148	0.0001344899	0	0.0030260238	0	0.0039002085	0	0.0044381682	0.0917893887	0	0.0612601708	0	0.0010759196	0.3384439513	0.0082711317	0.0014793894	0	0.0690605877	0.0001344899	0.0006724497	0.000067245	0	0	0.0022190841	0	0.0394727994	0.0001344899	0	0	0.000067245	0.0034294936	0.0001344899
MI_043_H	Abnormal	0.1525240952	0.0004717935	0.0002695963	0.0146255982	0.0609961583	0.0099076633	0	0.0031003572	0.1798881175	0.0006739907	0.0004043944	0.0004717935	0.0002021972	0.0099750623	0.0004043944	0.0033699535	0.0037743479	0.0035721507	0	0.001010986	0	0.0022241693	0	0	6.73990698928355E-05	0.0002695963	0	0.0061333154	0	0.0234548763	0.0148277954	0	0.0769023387	0	0.0190739368	0.2301004246	0.0225112893	0.0016175777	0	0.0316775628	0	0	0	0	0.0001347981	0.0016175777	0	0.0357889061	0.0001347981	0	0.0849902271	0	0.0028307609	0
MI_044_H	Abnormal	0	0	0	0.0070615659	0.0722610723	0.0113807761	0	0.0027423557	0.0557383793	0.0179624297	0.1291649527	0.0086384204	0.0015768545	0.0403126285	0	0	0.0002056767	0.0006855889	0	0.0008912656	0	0.0998903058	0	0	0.0043192102	0.0002742356	0	0.0032222679	0.0004799122	0.0198820787	0.0197449609	0	0.153092006	0	0.0015768545	0.1788015906	0.007610037	0.0010283834	0	0.005073358	6.85588920883038E-05	0.0046620047	0.001919649	6.85588920883038E-05	0.0001371178	0.0262580557	0	0.0219388455	0.0008912656	0	0	0	0.0931715343	0.0072672426
MI_045_H	Abnormal	0	0.0003367003	0.0001346801	0.0206060606	0.0566329966	0.0187878788	0	0.0010774411	0.063030303	0.0010774411	0	0.0018181818	6.73400673400673E-05	0.0064646465	0	0	0.1461279461	0.0014814815	0	0.0022895623	0	0.0021548822	0.0007407407	0	0	0.0001346801	0	0.0130639731	6.73400673400673E-05	0.0055892256	0.0477441077	0	0.0645117845	0	0.0552188552	0.2183838384	0.0109090909	0.0006060606	0.0012121212	0.0119191919	0.0002020202	6.73400673400673E-05	0.0002693603	0	0	0.0002020202	0	0.011986532	0.0001346801	0	0	0	0.0486195286	0.1863299663
MI_046_H	Abnormal	0.0089006659	0.0015627123	0.0003397201	0.0441636092	0.110409023	0.0034651447	0.0002717761	0.0005435521	0.0910449789	0.0018344884	0	0	0.0002717761	0.000135888	0	0	0	0.0007473842	0	0	0	0.0029895366	0.0012229923	0.0006114961	0.0042804729	0	0.0002717761	0.0277211578	0	0.0003397201	0.0544910993	0.000135888	0.0803777687	0.0040086968	0.0008153282	0.437627395	0.0277891018	0.0016306563	0	0.0037369208	0	0.000135888	0.0002717761	0.000135888	0	0	0	0.0040766408	0.000135888	0	0	0	0.0820763691	0.0014268243
MI_047_H	Healthy	0.0003449941	0.0003449941	0	0.029531498	0.1335127303	0.0015179742	0	0.0006899883	0.2193472711	0.0002759953	0.0024839578	0.0001379977	0.0006209894	0.0212516387	0	0	0.0155937349	0.0007589871	0	6.89988270199406E-05	0	0.0006899883	0.0002759953	0	0.0006899883	0	0	0.0149037466	0.0001379977	0.0002759953	0.0142137584	0	0.1622162423	0.0012419789	0.0536810874	0.2113434072	0.0062788933	0.0005519906	0	0.0245635824	0	6.89988270199406E-05	0	0.0002069965	0	0	0.0006209894	0.0013109777	0.0008279859	0	0	0	0.0793486511	6.89988270199406E-05
MI_048_H	Healthy	0	0.000339167	0	0.1314611315	0.0058336725	0.0284900285	0	0.0033238367	0.001356668	0.0052231719	0	0.0072581739	0.0005426672	0	0	0	6.78334011667345E-05	0.0015601682	0	0	0	0	0.0004070004	0	0.0023063356	0	0	0.0288291955	0	0	0.0258445258	0	0.0263193597	0	0.000339167	0.2149640483	0.0124813458	0.0002713336	0.0038665039	0.0005426672	0	6.78334011667345E-05	0	0	0	0.0008140008	0	0.0582010582	0	0	0	0	0.0001356668	0.4391534392
MI_049_H	Abnormal	0.0359358145	0.0004719525	6.74217907227616E-05	0.0465210356	0.0223166127	0.1974110032	0	0.0399811219	0.0718716289	0.0258225458	0	0.0004045307	0.005461165	0	0	0	6.74217907227616E-05	0.0001348436	0	0.001618123	0	0.0017529666	0.0004719525	0.0002022654	6.74217907227616E-05	0	0	0.0082928803	0	0.0002696872	0.0168554477	0.0002696872	0.0962783172	0	0	0.2584277238	0.1002562028	0.0004719525	0	0.0610841424	0.0001348436	0.0005393743	0	0	0	0.0018203883	0	0.00451726	0.0001348436	0	0	0	6.74217907227616E-05	0
MI_050_H	Abnormal	0	0.0017101033	0.0001368083	0.2907175593	0.0692933853	0.0235994254	0	0.0007524454	0.0069772214	0.001573295	0	0.0002736165	0.0011628702	0.0017785074	0	0	0	0.0010944661	0	0	0.0003420207	0	0.0012312744	6.84041316095492E-05	0	0.0078664751	0.0002052124	0.0189479445	0	0.0008208496	0.0082084958	0	0.0257883576	0	0.0006840413	0.0675148779	0.0058143512	0.0017101033	0.0043778644	0	0	0.0004104248	0.0003420207	0	0.0003420207	0.009371366	0	0.001573295	6.84041316095492E-05	0	0	0.0002052124	0.0506874615	0.3943498187
MI_051_H	Abnormal	0	0.0009409867	0.0004704933	0.0020164001	0.0678182551	0.0060492002	0	0.00020164	0.0464444146	0.0178115338	0.0024868934	0	0.0008737734	0.0006721334	0	0	0	0.0010754134	0	0.0012770534	0	0.00141148	0.00020164	0.0004704933	0.0001344267	0	0	0.0077295335	0.00020164	6.72133351256889E-05	0.0288345208	0	0.1462562172	0.0005377067	0.0260115607	0.2932517812	0.0027557467	0.0013442667	0.0002688533	0.0036295201	0	0.0001344267	0	0	0	0.0001344267	0	0.3132141417	0.0037639468	0	0	0	0.0213066272	0.00020164
MI_052_H	Abnormal	0	0.0023543657	0.0025561684	0.0149334051	0.1347369837	0.0088793219	0	0.0005381407	0.0540158752	0.0036997175	0.0030270416	0.0010762814	0.0006726759	0.0203820799	0	0.0001345352	0	0.0004708731	0	0.0007399435	0	0.001143549	0.001479887	0.0005381407	0.0004708731	0	0	0.0488362707	0.0002690704	0.0002690704	0.0548230862	0	0.1144221714	0	0.05388134	0.3425265707	0.0043051258	0.0073321674	0.008206646	0.0513924391	0	0	0	0	0.0004708731	0.0002690704	0	0.0385443293	0.0169514328	0	6.72675904749092E-05	0	0.0049778017	0.0006054083
MI_053_H	Abnormal	0.0525644468	0.0018796992	6.71321160042965E-05	0.0944548872	0.1652792696	0.0004027927	0	0.0003356606	0.0362513426	0.0004699248	0	6.71321160042965E-05	6.71321160042965E-05	0.0001342642	0	0	0	0.0010741139	0	0	0	0.0016783029	0.0001342642	0	6.71321160042965E-05	6.71321160042965E-05	0	0.0009398496	0	0.0004027927	0.0198039742	0	0.0897556391	0	0.0160445757	0.327537594	0.0073845328	0.0083243824	0	0.0212808808	0.0001342642	6.71321160042965E-05	0.0007384533	0	0	0	0	0.0007384533	0	0	0	0	0.1509129968	0.0009398496
MI_054_H	Abnormal	0	0.0017407606	0.000401714	0.0007364756	0.032873594	0.1535216926	0	0.0302624531	0.1226566685	0.0168719871	0	0	0.0014729513	0.0054900911	0	0	0.006092662	6.69523299410819E-05	0	0	0	0	0.0001339047	0.000401714	0.000200857	0	0	0.0106454205	0.0007364756	0	0.0109132298	0	0.2432378147	0	6.69523299410819E-05	0.0875066952	0.0190144617	0.0001339047	0.0001339047	0.0597214783	0	0.000602571	0.0001339047	0	0	0.0040171398	0	0.052557579	0.0019416176	0	0	0	0	0.1357123728
MI_055_H	Abnormal	0	0.0025252525	0.0001365001	0.0001365001	0.0517335517	0.0103057603	0	0.0015015015	0.0206115206	0.0070980071	0	6.82500682500683E-05	0.0007507508	0.0004095004	0	0	0.0049140049	0.0002047502	0	0	0	0.0010920011	0.0007507508	0.0012285012	0	0	0	0.0124215124	0	0.0015015015	0.0192465192	0	0.1463963964	0	0.1068113568	0.502047502	0.0054600055	0.0010920011	0.0002047502	0.0421102921	0	0.0004777505	6.82500682500683E-05	0.0002730003	0	0.043953044	0	0.0055965056	0.0014332514	0	0	0	0.0073710074	6.82500682500683E-05
MI_056_H	Abnormal	0.1014017094	0.0051965812	6.83760683760684E-05	0.0295384615	0.0965470085	0.0144957265	0	0.0032136752	0.0841709402	0.0121025641	0	0.0008205128	0.0017094017	0.0117606838	0	0	0	0.0003418803	0	0	0	0	0.0002735043	0	6.83760683760684E-05	6.83760683760684E-05	0	0.0087521368	0.0023247863	0	0.0370598291	0.0006837607	0.0953162393	0	0.0704957265	0.2287179487	0.0911452991	0.0012307692	0.0021880342	0.0005470085	0	6.83760683760684E-05	6.83760683760684E-05	0	0	0.0002735043	0	0.0976410256	6.83760683760684E-05	0	0	0	0.0004786325	0.0011623932
MI_057_H	Abnormal	0	0.0010164668	6.77644507691265E-05	0.1832350749	0.0773192383	0.0103001965	0	0.0008131734	0.0907365996	0.0058955072	0.0060310361	0.0002710578	0.0002710578	0.0018296402	0	0	0	0.0001355289	0.0002710578	0.0001355289	0	0.0033204581	0.0001355289	0.0002032934	0.0002032934	0.0024395202	0	0.0047435116	0	0.0010842312	0.0072507962	0	0.0745408958	0	0.0024395202	0.2585213797	0.1467778004	0.0006098801	0.0001355289	0.0203970997	0	0	0	0	0	0	0	0.0009487023	0.0001355289	0	0	0	0.0430981907	0.0546859118
MI_058_H	Healthy	0.2311911695	0.0012189341	0	0.0183517302	0.0813299926	0.004943455	0	0.001083497	0.1770840387	0.0015575269	0.0135437123	0.0002031557	0.0003385928	0.0053497664	0	0	0	0.0008126227	0.0002031557	0.0002031557	0	0	6.77185616577504E-05	0	6.77185616577504E-05	0.0012866527	0	0.0010157784	0.0005417485	0.0063655448	0.0182840116	0	0.0379901131	0	0.0023701497	0.2743956118	0.0574930588	0.0041985508	0	0.0105640956	0	0.0002708742	0	0	0	0.0069072933	0.0016252455	0.0318954425	0	0	0	0	0.0072458861	0
MI_059_H	Healthy	0	0.0030882847	0.0003356831	0.0001342732	0.0304800269	0.0398791541	0	0.0011413226	0.0008056395	0.0085263511	0	0.0012084592	0.0002014099	0	0	0	0	0.0002014099	0	0	0	0	0.0003356831	0.0008727761	0.0001342732	6.71366230278617E-05	0	0.0235649547	0	0.0001342732	0.0647868412	0	0.1956361195	0	0	0.2187311178	0.1555555556	0.0045652904	0.000537093	0.1894595502	6.71366230278617E-05	0.0002014099	0.0004699564	0.0001342732	0	0.003021148	0	0.0543806647	0.0002685465	0	0	0	0	0.001074186
MI_060_H	Abnormal	0.0022585723	0.0010266238	0.0002053248	0.0021216891	0.0109506536	0.0005475327	0	6.84415851071111E-05	0.0278557251	0.0565327493	0	0.0067072753	0.0001368832	0.0007528574	0	0	0	0.0002053248	0	0	0	0	0.0006844159	0.0009581822	0	0	0	0.0389432619	0	0.0005475327	0.0547532681	0	0.0518102799	0	0	0.6918075423	0.0043118199	0.0009581822	0.001984806	0.0002053248	6.84415851071111E-05	0.0002053248	0	0	0	0.0005475327	0	0.0039696119	0	0.0004106495	0	0	0.0002053248	0.0382588461
MI_061_H	Healthy	0.0023877746	0.0001364443	0	0.0506890435	0.208964388	0.0019784418	0	0.0002728885	0.2334561332	6.82221312593806E-05	0.0005457771	0.001023332	0	0.036362396	0.0002046664	0	0.0014326648	0	0.0002046664	0.0023877746	0	0.0152135353	0	0	0	6.82221312593806E-05	0	0.0023877746	0	0.0089370992	0.0115295402	0	0.1177513986	0.0018419975	0.0010915541	0.159571565	0.0281075181	0.0082548779	0	0.0688361304	0	0.0066857689	0.0006139992	0	6.82221312593806E-05	0.0006822213	0.0191021968	0.0030017738	0	0	0	0.0002046664	0.0037522172	0.0021831082
MI_062_H	Healthy	0.0863885377	0.0009832842	7.02345835089198E-05	0.0362410451	0.0999438123	0.0617361989	0	0.0130636325	0.0002107038	0.0438966147	0	0.0033010254	0.0017558646	0.0250737463	0	0	0.0014046917	0.0001404692	0.0004214075	0.0018260992	0.0011237533	0.004214075	0	7.02345835089198E-05	0.0009832842	0.0013344571	0.0003511729	0.0609636185	0	0.0023177413	0.0268998455	0	0.1963056609	0	0.0184014609	0.2168141593	0.00842815	0.000842815	0	0.0014046917	0	0.0007023458	0.0002107038	0	0	0.0018963338	0	0.0086388538	0.0001404692	0	0	0	0.0533080489	0.0181907571
MI_063_H	Abnormal	0	0.0116805077	0.0004726217	0.0051988387	0.0201201809	0.0090473297	0	6.75173857268246E-05	0.0378772534	0.0002700695	0	0	0	0.0012828303	0	0	0	0.000877726	0	0	0	0	0.0049962865	0.0172169334	0.0004726217	0	0	0.2465059753	0.0001350348	0	0.0415907096	0	0.2787792857	0	0	0.2222672338	0.0072918777	0.0014178651	0.0007426912	0.044291405	0.0002025522	0	6.75173857268246E-05	0.0001350348	0	0	0	0.0457092701	0.0011477956	0	0	0	0	0.0001350348
MI_064_H	Abnormal	0.0005574136	0.0044593088	0.0003483835	0.0484949833	0.0866081382	0.0394370123	0	0.0018115942	0.0834726867	0.0074554069	0.0002090301	0	0.0005574136	0	0	6.96767001114827E-05	0	0.0006270903	0	6.96767001114827E-05	0	0.0001393534	0.0025083612	0.0013238573	6.96767001114827E-05	0	0	0.0314241918	0	0.0011148272	0.0831939799	0	0.3189799331	0	0.0003483835	0.2071488294	0.0472408027	0.0057831661	0.0046683389	0.0105211817	6.96767001114827E-05	0.0068283166	0.0006270903	0.0001393534	0	0.0002787068	0	0.0016025641	0.0002787068	0.0002090301	0	0	0.0001393534	0.0011845039
MI_065_H	Abnormal	0.0583548958	0.0005447365	0.0001361841	0.0332289255	0.1098324935	0.015729266	0	0.0015661174	0.0522266104	0.0064687457	6.80920604657497E-05	0.0034726951	0.0006809206	0	0	0	0	0	0	0.0020427618	0.0005447365	0.0009532888	0.0003404603	0.0002042762	6.80920604657497E-05	0	0	0.0037450633	6.80920604657497E-05	0.0038131554	0.0422851695	0.001089473	0.0599210132	0	0.0217894593	0.2381179354	0.0096009805	0.0002042762	0.002247038	0.0100095329	0.0001361841	6.80920604657497E-05	0.0001361841	0	0.0002042762	0.015797358	0	0.0057878251	0	0	0	0.0002723682	0.0280539289	0.2701892959
MI_066_H	Healthy	0.0007393964	0.0022181892	0.0008066142	0.0484640721	0.0696376958	0.0004033071	0	0.0003360893	0.2011830342	0.0002016536	0.0002016536	0.0002016536	0.0006049607	0.0094777173	0	0	0	0.0008738321	0	0	6.72178530617732E-05	0.0006721785	6.72178530617732E-05	6.72178530617732E-05	0.0030920212	0.0002016536	0	0.0844928413	0.002285407	0.0015460106	0.0149223634	0	0.1521812193	0.0006721785	0.0487329435	0.2377495463	0.010082678	0.0016804463	0	0.0637897426	0	6.72178530617732E-05	0	0	0	0.0002688714	0.0036969819	0.0148551455	0.0012771392	0	0	0	0.0215769308	0.0006049607
MI_067_H	Abnormal	0.127133403	0.0006269592	0.0001393243	0.0009752699	0.1262974573	0.0123998607	0.0164402647	0.0012539185	0.1177986764	0.0021595263	0.0009752699	0.0002089864	0.0003483107	0.0016718913	0	0	0	6.96621386276559E-05	0	0.0024381749	0	0.0019505399	0	0.0001393243	0.0017415535	0.0002089864	6.96621386276559E-05	0.0059212818	0	0.007035876	0.0434691745	0	0.0983629397	0.0118425636	0.0054336468	0.3189829328	0.0480668757	0.0035527691	0.000487635	0.0277255312	0	0.0002786486	0	6.96621386276559E-05	6.96621386276559E-05	0.0009752699	0	0.0071752003	0.0001393243	0	0	0	0.0002089864	0.0051549983
MI_068_H	Healthy	0.0007397445	0.0020174849	0.0010087424	0.1650975118	0.084398117	0.0014794889	0	0.000537996	0.0555480834	0	0.0002017485	0.000268998	0	0.0012104909	0	0	0	0.0009414929	0	0	0	0	0.0003362475	0.0023537323	0	0	0	0.0404169469	0	6.72494956287828E-05	0.0075319435	0	0.138399462	0	0.0743106927	0.3430396772	0.007061197	0.0140551446	0	0.0394082044	0.0003362475	0.000268998	6.72494956287828E-05	0	0	6.72494956287828E-05	0	0.0182918628	0.000403497	6.72494956287828E-05	0	0	0	6.72494956287828E-05
MI_069_H	Healthy	0	0.0002011128	0	0	0.0237313133	0.0012737146	0.0004692633	0.0012737146	0.0479989274	0.0006033385	0.0007374137	0.0037541061	0.0002681504	0.0253402159	0	0	0	0.0001340752	0	0.0004022256	0	0.0014077898	0	0.0012737146	0.0012066769	0	0	0.0220553731	0	0.0001340752	0.0242005765	0	0.0929141248	0.0001340752	0.0122008447	0.188509754	0.006837836	0.000335188	0	0.0119997318	6.70376080981431E-05	0.0004022256	0.0001340752	0	0	0.000335188	0	0.5049272642	0.0241335389	0	0	0	0.0002681504	0.000335188
MI_070_H	Abnormal	0.0001341562	0.004292997	0.0035551382	0.0121411323	0.1226858063	0.0038905286	0	0.0004024685	0.0142876308	0.0010061712	0.0002683123	0.0002012342	6.70780788838208E-05	0.0005366246	0	0	0.0324657902	0.0048296217	0	0	0.0001341562	0.0006037027	0.0012074054	0.0045613094	0.0002012342	0.0008049369	0	0.3838207674	0.0003353904	0.0002683123	0.0404480816	0	0.0496377784	6.70780788838208E-05	0.0046283874	0.2785752616	0.0014757177	0.0006037027	0.0001341562	0.0254225919	0	0	0	0	0	0.0005366246	0	0.0005366246	0.0004024685	0	0	0	0.0023477328	0.0024818889
MI_071_H	Healthy	0	0.0007455605	0	0.110681849	0.0330757761	0.024196828	0	0.0021011251	0.0169445574	0.0029822421	0	0.0038633591	6.7778229632642E-05	0.0027111292	0	0	0.0559170394	0.0010166734	0.0002033347	0.0019655687	0	0	0	0	0	0	0	0.0039989155	0	0.0009488952	0.0284668564	0	0.1066151552	0	0.1739867155	0.2681306764	0.065812661	0.000881117	0	0.0074556053	0.0001355565	0	0	0	0	0.0005422258	0	0.0010844517	0	0	0	0	0.0125389725	0.0729293751
MI_072_H	Abnormal	0.1446614673	0.001104286	0.0002070536	0.0158050935	0.1883497826	0.000552143	0	6.90178756297881E-05	0.052177514	0	0.0075229484	0	6.90178756297881E-05	0.0035889295	0	0.0002070536	0	0.0006901788	0	0.0070398233	0.0002070536	0.0004141073	0	0.0001380358	0	0	0.0002760715	0.0003450894	0.0117330389	0.0108358065	0.1160880668	0.0003450894	0.0403064394	0.0026916971	0.0077300021	0.2042929119	0.004969287	0.0126302712	0.0004831251	0.0630133204	0	0.0006901788	0.0001380358	0	0	0.0002760715	0	0.0669473394	6.90178756297881E-05	0	0	0.0001380358	0.0262267927	0.0069708054
MI_073_H	Healthy	0	0.0006715917	0.0006044325	0.5493619879	0.0230355944	0.0085963734	0	0	0.00161182	0.0001343183	0	0	0	0	0	0	0	0.0034922767	0	0	0	0	0.000402955	0.0015446608	0.0001343183	0	0	0.0097380792	0	0.0002014775	0.1124244459	0.0001343183	0.1472800537	0	0	0.1157152451	0.0077233042	0.0001343183	0.0003357958	0.0002686367	0	0.0014103425	0.0006044325	0	0	0	0	0.0133646743	0	0	0	0	0.0002014775	0.0008730692
MI_074_H	Abnormal	0.0004030633	0.0002687089	0	0.0003358861	0.0573021631	0.0002015316	0	0.0002015316	0.1889695015	0.0002015316	0.0014107215	0	0.0002015316	0.0051054682	0	0	0.0065833669	0.0001343544	0	0	0	0.0001343544	0.0002015316	0.0022840253	0.0017466076	0	6.71772134891845E-05	0.012898025	0	0.0010748354	0.0651618971	0	0.1201128577	0	0.0132339111	0.2850329168	0.0018137848	0.0012091898	0.0003358861	0.0399032648	0	0.0001343544	0	0	6.71772134891845E-05	0.0007389493	0.0010748354	0.1686148059	0.0010076582	0	0	0	0.0212951767	0.0005374177
MI_075_H	Abnormal	0	0.0018189167	0.0011452439	0.0012799784	0.0869037995	0.0002694691	0.0001347346	6.7367286445702E-05	0.0199407168	0.0020883859	0.0002694691	0	0.0001347346	0.0041094045	0	0	0.0002694691	0.0020883859	0	0.0002694691	0	0.0033683643	0	0.0047830773	0.0002021019	0.0007410402	6.7367286445702E-05	0.2407033145	6.7367286445702E-05	0.0051872811	0.0248585287	0	0.2080975478	0	0.0082861762	0.2553893829	0.0050525465	0.0016841822	0.0002021019	0.0724198329	0.0001347346	0	0	0	0	0	0	0.0034357316	0.0007410402	0	0	0	0.0432497979	0.0005389383
MI_076_H	Healthy	0.0099539545	0.0014219935	0.0004062839	0.000067714	0.2022616468	0.0018282774	0	0.000067714	0.0499052004	0.0002031419	0.0004739978	0	0	0.0035888407	0.0008802817	0	0	0.0016928494	0	0	0.0002031419	0.0006771398	0.000135428	0.000135428	0.0064328277	0.0026408451	0	0.0174024919	0	0.0063651138	0.1329902492	0	0.1309588299	0	0.000135428	0.2967903575	0.0075162514	0.0031148429	0.0002031419	0.1054983749	0	0	0	0	0.000067714	0.0002031419	0	0.0117822319	0.0022345612	0.000067714	0	0	0.0008802817	0.0008125677
